ANO;TRIMESTRE;RAZAO_SOCIAL;NOME_FANTASIA;CNPJ;PORTE;DATA_INICIO_OPERACAO;SITUACAO;ATIVIDADE;CEP;UF;LOCALIDADE;BAIRRO;LOGRADOURO;DATA_GERACAO_CERTIFICADO;DATA_VALIDADE_CERTIFICADO;CODIGO_CERTIFICADO;CODIGO_DESCRICAO_CNAE;NATUREZA_JURIDICA
2020;4;M. VALDENI DA SILVA;SANTO ALEIXO TOUR;28.165.209/0001-24;MICROEMPRESA;12/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55580-000;PE;Sirinhaém; - ;Rua Antônio Ribeiro, 167;10/11/2020 12:48;10/11/2022 12:48;28.165.209/0001-24;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2020;4;MAGDA TORRES DA SILVA;CABOQUINHO CAFE BISTRO;28.321.344/0001-11;MICROEMPRESA;02/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55370-000;PE;São Bento do Una; - ;Lenita Cintra;13/08/2020 09:04;13/08/2022 09:04;28.321.344/0001-11;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;4;LMB RESTAURANTE LTDA;TASQUINHA DO TIO E KOJIMA;28.354.643/0001-52;EMPRESA DE PEQUENO PORTE;07/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55012-290;PE;Caruaru;Maurício de Nassau;Agamenon Magalhães;18/08/2020 14:40;18/08/2022 14:40;28.354.643/0001-52;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;VILSON V. A. DE ARAUJO;MUSTAKO RESTAURANTE;28.393.146/0001-63;MICROEMPRESA;10/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;PRAIA DOS CARNEIROS;20/09/2019 07:13;20/09/2021 07:13;28.393.146/0001-63;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;4;LEONARDO ANDRE GOMES DA SILVA 12301908488;BAR E RESTAURANTE AKAETA;28.522.706/0001-32;MICROEMPRESA;28/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;54590-000;PE;Santo Agostinho; - ;Avenida Beira mar n:02 calhetas cabo de santo Agostinho;17/08/2020 06:34;17/08/2022 06:34;28.522.706/0001-32;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;ARTHUR VINICIUS GOMES DA SILVA 11506123473;CAFE & CIA.;28.578.942/0001-70;MICROEMPRESA;05/09/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55642-000;PE;Gravatá;Prado;Cícero Batista de Oliveira;27/03/2019 06:58;27/03/2021 06:58;28.578.942/0001-70;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2020;4;ARTHUR HENRIQUE PEIXOTO BORBA 09000336490;BABOO LANCHES;28.661.033/0001-00;MICROEMPRESA;18/09/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55525-000;PE;Cortês; - ;Rua Carlos de Barros ;11/08/2020 10:24;11/08/2022 10:24;28.661.033/0001-00;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2020;4;TEIKE BAR E RESTAURANTE LTDA;TEIKE BAR E RESTAURANTE;28.789.646/0001-19;MICROEMPRESA;04/10/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55192-593;PE;Santa Cruz do Capibaribe;Dona Dom;Souza Aragão;14/05/2020 07:57;14/05/2022 07:57;28.789.646/0001-19;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;ANDREA FRADIQUE BRITTO;CAFE VERDE BRASIL;28.979.296/0001-53;MICROEMPRESA;31/10/2017;Em Implantação;Restaurante, Cafeteria, Bar e Similares;54786-013;PE;Camaragibe;Vera Cruz;de Aldeia;13/07/2020 12:30;13/07/2022 12:30;28.979.296/0001-53;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário (Individual)
2020;4;JOAO PIRES DO NASCIMENTO FILHO EIRELI;J P PETISCARIA;29.117.724/0001-00;MICROEMPRESA;21/11/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55580-000;PE;Sirinhaém; - ;Barra de sirinhaem ;29/05/2020 07:59;29/05/2022 07:59;29.117.724/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2020;4;MANOEL ACACIO DE ALMEIDA 05522494832;JO E MANOEL;29.123.770/0001-03;MICROEMPRESA;22/11/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55340-000;PE;Águas Belas; - ;Rua João Rodrigues Cardoso;24/07/2019 14:14;24/07/2021 14:14;29.123.770/0001-03;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;RAINHA HOTEL LTDA;RAINHA HOTEL;29.215.954/0001-01;EMPRESA DE PEQUENO PORTE;05/12/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55900-000;PE;Goiana; - ;R DAS CRIANCAS, 744;12/11/2020 15:34;12/11/2022 15:34;29.215.954/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;CHURRASCARIA, PIZZARIA, BAR E RESTAURANTE BOI VOADOR LTDA;RESTAURANTE BOI VOADOR;29.412.047/0001-44;MICROEMPRESA;11/01/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;50030-210;PE;Recife;Recife;Rua da Guia;27/03/2020 18:35;27/03/2022 18:35;29.412.047/0001-44;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;IRANEIDE ARAUJO RIBEIRO 00804811407;OXENTE - RESTAURANTE E LANCHONETE;29.414.867/0001-75;MICROEMPRESA;11/01/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;56343-000;PE;Izacolandia; - ;Br;20/08/2019 09:57;20/08/2021 09:57;29.414.867/0001-75;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;JOSE GILBERTO FERREIRA DE OLIVEIRA;RESTAURANTE FRANGO E PEIXE ASSADO DA ROCA;29.722.614/0001-69;MICROEMPRESA;20/02/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;56343-000;PE;Izacolandia; - ;RUA DR OSVALDO CRUZ;21/05/2019 07:55;21/05/2021 07:55;29.722.614/0001-69;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;PARNAMIRIM 121 COMEDORIA & BAR LTDA;Parnamirim 121;29.843.279/0001-57;EMPRESA DE PEQUENO PORTE;05/03/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;52060-271;PE;Recife;Parnamirim;João da Silva Teles;11/08/2020 16:57;11/08/2022 16:57;29.843.279/0001-57;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;NEIDENALVA MATIAS DANTAS;BAR E CHURRASCARIA MARIA FUMACA;30.196.666/0001-28;MICROEMPRESA;13/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Avenida Deputado Milvernes Cruz Lima;29/07/2020 07:08;29/07/2022 07:08;30.196.666/0001-28;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;XEREM RESTAURANTE EIRELI;xerem restaurante e cachaçaria;30.206.004/0001-91;EMPRESA DE PEQUENO PORTE;16/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;51021-550;PE;Recife;Boa Viagem;Francisco de Barros Barreto;18/05/2020 12:19;18/05/2022 12:19;30.206.004/0001-91;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2020;4;PAULO ROBERTO RODRIGUES PEREIRA;ARCO CHINA;30.305.612/0002-34;MICROEMPRESA;16/05/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56506-480;PE;Arcoverde;Centro;José Magalhães de França;25/06/2019 07:30;25/06/2021 07:30;30.305.612/0002-34;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;DANILO LEANDRO PONTES 63119994472;BARRIL BAR E RESTAURANTE;30.480.976/0001-70;MICROEMPRESA;17/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;56780-000;PE;Tabira; - ;Rua Severino Pires Ferreira, 36;06/06/2019 07:26;06/06/2021 07:26;30.480.976/0001-70;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;REBECA SOUZA DE OLIVA;EMPREENDIMENTOS OLIVA;30.522.875/0001-14;MICROEMPRESA;22/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;55014-470;PE;Caruaru;Nova Caruaru;Panamericana;06/08/2020 11:17;06/08/2022 11:17;30.522.875/0001-14;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;4;CAIO MESSIAS DE OLIVEIRA GONCALO 12296737412;TOCA DA CODORNA;32.103.268/0001-45;MICROEMPRESA;26/11/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;56800-000;PE;Afogados da Ingazeira; - ;RUA 7 DE SETEMBRO;06/05/2019 07:16;06/05/2021 07:16;32.103.268/0001-45;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;JOSEFA GERMINO PEREIRA RESTAURANTE;DUDINHA RESTAURANTE;32.233.486/0001-02;MICROEMPRESA;11/12/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;55240-000;PE;Poção; - ;Rua Maria Andrade, 307;22/04/2019 14:01;22/04/2021 14:01;32.233.486/0001-02;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;4;IVAN HENRIQUE GOMES AGRA 11998492435;HAGRA EMPREENDIMENTOS;32.469.000/0001-21;MICROEMPRESA;16/01/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56380-000;PE;Santa Maria da Boa Vista; - ;casa;24/09/2020 13:45;24/09/2022 13:45;32.469.000/0001-21;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;ANA ELIZABETH BEZERRA LUBAMBO MAIA 45488371400;COZINHA VILA DA CONCEICAO;32.482.056/0001-16;MICROEMPRESA;17/01/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;53900-000;PE;Ilha de Itamaracá; - ;Rua João Lopes Albuquerque;09/08/2020 08:22;09/08/2022 08:22;32.482.056/0001-16;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;JOSE HENRIQUE LUSTOSA RORIZ 08420382485;CAFE DONA EURIDICE;32.757.716/0001-24;MICROEMPRESA;13/02/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56440-000;PE;Belém do São Francisco; - ;Av Cel Jerônimo Pires, 1242;21/05/2019 13:31;21/05/2021 13:31;32.757.716/0001-24;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2020;4;AGLAIS SILVA CAMPOS 04677563411;RESTAURANTE ILHA DE RARRA;32.775.185/0001-00;MICROEMPRESA;14/02/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;ilha de Rarra;16/05/2019 13:46;16/05/2021 13:46;32.775.185/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;ANA B F GOULART;EMPORIO SAO MIGUEL;32.988.464/0001-44;MICROEMPRESA;11/03/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;Rua São Miguel;11/05/2020 09:10;11/05/2022 09:10;32.988.464/0001-44;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;4;MERAKI ALIMENTACAO EIRELI;Peixe na Telha ;33.157.701/0001-98;EMPRESA DE PEQUENO PORTE;27/03/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;Porto de galinhas ;31/07/2020 09:04;31/07/2022 09:04;33.157.701/0001-98;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2020;4;ELAINE REJANE LIMA RODRIGUES 03537107412;TT NO TRABALHO BAR E PETISCARIA;33.609.373/0001-13;MICROEMPRESA;14/05/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56840-000;PE;Iguaraci; - ;AVENIDA ODILON RODRIGUÊS CRUZ;14/05/2019 10:04;14/05/2021 10:04;33.609.373/0001-13;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Empresário Individual
2020;4;MAIOLI E BRAGAGNOLO CAFETERIA LTDA;DEGUTTI;33.973.246/0001-07;EMPRESA DE PEQUENO PORTE;19/06/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;51030-260;PE;Recife;Boa Viagem;Professor Mário Castro 361;14/05/2020 06:24;14/05/2022 06:24;33.973.246/0001-07;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;HILDEBERTO BRAZ FERREIRA 63316412468;FISH BRAZ;34.031.896/0001-98;MICROEMPRESA;26/06/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;54400-150;PE;Jaboatão dos Guararapes;Piedade;João Dourado Filho;20/11/2020 11:29;20/11/2022 11:29;34.031.896/0001-98;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;IL CASTELO RESTAURANTE LTDA;FAMILIA GIULIANO;34.099.293/0001-28;EMPRESA DE PEQUENO PORTE;03/07/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;51020-030;PE;Recife;Boa Viagem;Engenheiro Domingos Ferreira;12/05/2020 08:50;12/05/2022 08:50;34.099.293/0001-28;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;RAPHAEL LE LAY 40877846812;RAPHAELLO;34.197.176/0001-05;MICROEMPRESA;12/07/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;54440-370;PE;Jaboatão dos Guararapes;Candeias;Major Médico Vicente Fonsêca de Matos;20/08/2020 14:21;20/08/2022 14:21;34.197.176/0001-05;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2020;4;MARIA JOSE DA SILVA 90574150463;RESTAURANTE DA TERRA;34.336.186/0001-76;MICROEMPRESA;26/07/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56430-000;PE;Itacuruba; - ;ANTONIO CABRAL CAMPOS;29/07/2019 12:11;29/07/2021 12:11;34.336.186/0001-76;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;SEU TITO BOTECO LTDA;SEU TITO;34.367.432/0001-57;EMPRESA DE PEQUENO PORTE;30/07/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;52060-400;PE;Recife;Santana;Igarassu;28/07/2020 14:26;28/07/2022 14:26;34.367.432/0001-57;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;PARRILLADA EMPORIO GOURMET RESTAURANTE DE CARNES LTDA;Parrillada Steak House;34.834.362/0001-08;MICROEMPRESA;11/09/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;50030-030;PE;Recife;Recife;da Alfândega;06/08/2020 12:58;06/08/2022 12:58;34.834.362/0001-08;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;J. F. DOS SANTOS REFEICOES;BARAO DA MATA;35.067.722/0001-48;MICROEMPRESA;03/10/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;55680-000;PE;Bonito; - ;Engenho mágico - zona rural;31/08/2020 10:09;31/08/2022 10:09;35.067.722/0001-48;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;4;COSTA PINA CAFES ESPECIAIS LTDA;PINA CAFE;35.490.771/0001-99;MICROEMPRESA;12/11/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;50030-040;PE;Recife;Recife;da Moeda;20/07/2020 09:32;20/07/2022 09:32;35.490.771/0001-99;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Sociedade Empresária Limitada
2020;4;AGLAIR ARRAES DE LIMA;BUD'S BAR E BURGUER;35.534.475/0001-42;MICROEMPRESA;18/11/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56280-000;PE;Araripina; - ;José Barreto Alencar;14/05/2020 07:58;14/05/2022 07:58;35.534.475/0001-42;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;4;RESTAURANTE A CHACARA LTDA;RESTAURANTE CHACARA;35.536.069/0001-19;EMPRESA DE PEQUENO PORTE;25/01/1991;Em Operação;Restaurante, Cafeteria, Bar e Similares;54510-635;PE;Santo Agostinho;Vila Doutor Manoel Clementino;Trapiche;17/11/2020 16:28;17/11/2022 16:28;35.536.069/0001-19;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;JOSEILDO MORAIS VERAS TABIRA;RESTAURANTE SABOR DA TERRA;35.595.007/0001-88;MICROEMPRESA;22/11/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56780-000;PE;Tabira; - ;Av. Raul Pereira Amorim Nº 86 Centro ;20/01/2020 09:54;20/01/2022 09:54;35.595.007/0001-88;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;4;ROBSON SANTOS DA SILVA 09059076478;DONA LITA CAFE;35.861.765/0001-09;MICROEMPRESA;28/12/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;53700-000;PE;Itapissuma; - ;Rua José Gonçalves;27/03/2020 18:35;27/03/2022 18:35;35.861.765/0001-09;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;RANCHO BURGUER LANCHES E CONVENIENCIA LTDA;RANCHO BURGUER;36.104.918/0001-28;MICROEMPRESA;23/01/2020;Em Implantação;Restaurante, Cafeteria, Bar e Similares;55630-000;PE;Pombos; - ;Rodovia BR 232, Km 76, ;01/04/2020 14:22;01/04/2022 14:22;36.104.918/0001-28;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;4;JUNIA ELAINE FERREIRA DA SILVA 12352202493;CACHOEIRA PARAISO;37.022.080/0001-96;MICROEMPRESA;28/04/2020;Em Operação;Restaurante, Cafeteria, Bar e Similares;55680-000;PE;Bonito; - ;Engenho Mágico;01/06/2020 20:46;01/06/2022 20:46;37.022.080/0001-96;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;ANTONIO MARCOS PEDROSA PEREIRA 03912103437;RESTAURANTE ANTONIO;37.170.358/0001-72;MICROEMPRESA;18/05/2020;Em Operação;Restaurante, Cafeteria, Bar e Similares;55565-000;PE;São José da Coroa Grande; - ;loteamento são josé  10;23/05/2020 11:30;23/05/2022 11:30;37.170.358/0001-72;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;4;YURI HENRIQUE SANTOS SILVA 47558235871;COCADA ARRETADA;38.217.913/0001-37;MICROEMPRESA;25/08/2020;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;Porto de galinhas ;23/09/2020 13:56;23/09/2022 13:56;38.217.913/0001-37;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2020;4;C FEITOSA DE MELO;CARA MELADA FRIOS E LATICINIOS;40.871.709/0001-87;MICROEMPRESA;09/01/1992;Em Operação;Restaurante, Cafeteria, Bar e Similares;53030-010;PE;Olinda;Bairro Novo;Presidente Getúlio Vargas;17/09/2019 08:08;17/09/2021 08:08;40.871.709/0001-87;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;4;OFICINA DO SABOR - EIRELI;OFICINA DO SABOR;41.012.931/0001-97;EMPRESA DE PEQUENO PORTE;18/08/1992;Em Operação;Restaurante, Cafeteria, Bar e Similares;53025-080;PE;Olinda;Amparo;do Amparo;29/07/2020 17:37;29/07/2022 17:37;41.012.931/0001-97;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2020;4;PAULO AFONSO BERNARDI;RESTAURANTE DOS FLAMBOYANTS;73.857.906/0001-09;MICROEMPRESA;09/12/1993;Em Operação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;Dos Flamboyants;31/08/2020 10:27;31/08/2022 10:27;73.857.906/0001-09;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;3;MONICA ANDREA DA SILVA;RESTAURANTE DA MONICA;00.309.002/0001-67;MICROEMPRESA;24/11/1994;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;Porto de galinhas;12/11/2018 08:20:16;12/11/2020 08:20:16;00.309.002/0001-67;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;3;MELLO, RIBEIRO & MELLO LTDA;China in Box Rosarinho;00.874.830/0001-48;EMPRESA DE PEQUENO PORTE;25/10/1995;Em Operação;Restaurante, Cafeteria, Bar e Similares;52041-305;PE;Recife;Rosarinho;Amaro Coutinho;23/03/2020 09:27:27;23/03/2022 09:27:27;00.874.830/0001-48;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Sociedade Empresária Limitada
2020;3;ZEZITO ANTONIO ALVES;BAR E RESTAURANTE DO CARUARU;01.143.542/0001-86;MICROEMPRESA;16/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré;São José Operário;Sem Logradouro;25/01/2019 10:46:42;25/01/2021 10:46:42;01.143.542/0001-86;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Empresário (Individual)
2020;3;M DAS DORES DE SOUZA CHURRASCARIA;Restaurante e Churrascaria da Dodora;01.219.705/0001-67;MICROEMPRESA;28/05/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;55690-000;PE;Barra de Guabiraba; - ;Av. Eneias Texeira de Carvalho n 101;01/04/2019 10:44:12;01/04/2021 10:44:12;01.219.705/0001-67;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Empresário Individual
2020;3;POUSADA DO AMPARO - EIRELI;POUSADA DO AMPARO;01.790.381/0001-12;MICROEMPRESA;06/04/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;53025-080;PE;Olinda;Amparo;do Amparo;11/06/2020 08:17:24;11/06/2022 08:17:24;01.790.381/0001-12;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2020;3;NEZ BISTRO COMERCIO DE BEBIDAS E RESTAURANTE EIRELI;NEZ BISTRO;02.217.561/0001-72;MICROEMPRESA;30/10/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;52061-420;PE;Recife;Casa Forte;de Casa Forte;16/07/2020 12:44:11;16/07/2022 12:44:11;02.217.561/0001-72;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2020;3;ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;RESTAURANTE NABUCO;02.223.966/0036-43;DEMAIS;03/10/2003;Em Operação;Restaurante, Cafeteria, Bar e Similares;51111-000;PE;Recife;Boa Viagem;Boa Viagem;19/12/2019 07:58:37;19/12/2021 07:58:37;02.223.966/0036-43;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;3;JAYME BANDEIRA DE MELO MAYNARD;'' SABOR DO SERTAO '';02.617.079/0001-20;MICROEMPRESA;19/06/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;55825-000;PE;Paudalho; - ;BR 408    KM 40;18/02/2019 11:59:36;18/02/2021 11:59:36;02.617.079/0001-20;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;3;ARTESANATO DO ARQUIPELAGO LTDA;ARTESANATO DO ARQUIPELAGO;03.333.441/0001-01;MICROEMPRESA;09/08/1999;Em Operação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;Fernando de Noronha;11/06/2020 10:54:19;11/06/2022 10:54:19;03.333.441/0001-01;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Sociedade Empresária Limitada
2020;3;GUGEL & PESSOA COMERCIO DE IMPORTACAO E EXPORTACAO EIRELI;CAMPO FERTILE PADARIA GOURMET;03.730.048/0001-43;MICROEMPRESA;29/03/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;53620-605;PE;Igarassu;Saramandaia;Diper;04/12/2018 15:25:20;04/12/2020 15:25:20;03.730.048/0001-43;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2020;3;JOSE LUIZ E JOSANA RESTAURANTE LTDA;JR BANKET;03.812.726/0001-17;MICROEMPRESA;15/05/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;55815-140;PE;Carpina;São José;Padre Rocha;30/10/2018 11:53:01;30/10/2020 11:53:01;03.812.726/0001-17;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;3;MARCELO A. DE CARVALHO ALVES;COMPANHIA DA LUA;03.982.948/0001-88;MICROEMPRESA;26/06/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;bosque dos flamboyants;11/05/2020 09:11:31;11/05/2022 09:11:31;03.982.948/0001-88;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;3;GONDIM ALMEIDA COMERCIO ALIMENTICIO LTDA;Bodega e Pizza;04.160.140/0001-88;EMPRESA DE PEQUENO PORTE;23/11/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;54450-010;PE;Jaboatão dos Guararapes;Candeias;Químico Antônio Victor;06/08/2020 14:20:11;06/08/2022 14:20:11;04.160.140/0001-88;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;3;HOTEIS E TURISMO DO NORDESTE EIRELI;HOTÉIS E TURISMO DO NORDESTE LTDA - EPP;04.282.640/0001-92;EMPRESA DE PEQUENO PORTE;13/02/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;55296-300;PE;Garanhuns;Heliópolis;Rui Barbosa;23/06/2020 15:07:56;23/06/2022 15:07:56;04.282.640/0001-92;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2020;3;LUCIANA MASCIMA KAUFMANN;OPARA;04.845.044/0001-73;MICROEMPRESA;21/12/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;54505-000;PE;Cabo de Santo Agostinho;Centro;BR-101 Sul;23/08/2019 07:41:13;23/08/2021 07:41:13;04.845.044/0001-73;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;3;POUSADA ZE MARIA LTDA;POUSADA ZE MARIA ;04.938.406/0001-70;DEMAIS;22/02/2002;Em Operação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;RUA NICE CORDEIRO;23/10/2018 15:10:16;23/10/2020 15:10:16;04.938.406/0001-70;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
